data_extra;idacidente;longitude;latitude;log1;log2;predial1;tipo_acid;queda_arr;data;dia_sem;hora;feridos;feridos_gr;mortes;morte_post;fatais;auto;taxi;lotacao;onibus_urb;onibus_met;onibus_int;caminhao;moto;carroca;bicicleta;outro;noite_dia;regiao;cont_vit;ups;consorcio;ano;mes
01/08/2020;649504;-51.21393600000;-30.02937100000;;;0;ABALROAMENTO;0;18/01/2018;QUINTA-FEIRA;05:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;CENTRO;0;1;;2018;1
01/08/2020;649514;-51.16769000000;-29.98890200000;AV SEVERO DULLIUS;;1165;ABALROAMENTO;0;25/01/2018;QUINTA-FEIRA;09:40:00;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;DIA;NORTE;0;1;MOB (LOTE 2);2018;1
01/08/2020;649516;-51.20504300000;-30.03866200000;R SAO MANOEL;;519;ABALROAMENTO;0;25/01/2018;QUINTA-FEIRA;18:00:00;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;1;5;;2018;1
01/08/2020;649550;-51.19406700000;-29.99829900000;;;0;ABALROAMENTO;0;19/01/2018;SEXTA-FEIRA;09:25;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649552;-51.21714500000;-30.02064000000;;;500;CHOQUE;0;20/01/2018;S├üBADO;08:40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;1
01/08/2020;649556;-51.19016000000;-30.00187100000;;;0;ABALROAMENTO;0;20/01/2018;S├üBADO;21:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;1
01/08/2020;649574;-51.11008100000;-30.11157500000;ESTR JOAO DE OLIVEIRA REMIAO;;5281;CHOQUE;0;26/01/2018;SEXTA-FEIRA;13:05:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;1
01/08/2020;649604;-51.16565600000;-30.01366300000;;;0;ABALROAMENTO;0;21/01/2018;DOMINGO;12:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649614;-51.21410700000;-30.05385200000;AV DA AZENHA;;1142;COLIS├âO;0;29/01/2018;SEGUNDA-FEIRA;00:30:00;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;SUL;1;5;;2018;1
01/08/2020;649622;-51.20687000000;-30.04426300000;AV IPIRANGA;R SAO LUIZ;0;ABALROAMENTO;0;29/01/2018;SEGUNDA-FEIRA;19:40:00;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NOITE;LESTE;1;5;;2018;1
01/08/2020;649659;-51.13200200000;-30.08794700000;ESTR JOAO DE OLIVEIRA REMIAO;;1340;COLIS├âO;0;30/01/2018;TER├çA-FEIRA;12:00:00;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;LESTE;1;5;;2018;1
01/08/2020;649673;-51.21902800000;-30.02396900000;;;55;ABALROAMENTO;0;23/01/2018;TER├çA-FEIRA;15:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;1
01/08/2020;649677;-51.19570700000;-30.01465800000;;;778;COLIS├âO;0;23/01/2018;TER├çA-FEIRA;16:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649681;-51.14640600000;-30.01349400000;;;0;ABALROAMENTO;0;23/01/2018;TER├çA-FEIRA;08:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649685;-51.09518900000;-29.99011000000;;;60;COLIS├âO;0;23/01/2018;TER├çA-FEIRA;09:50;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649689;-51.20595600000;-30.00279300000;;;0;COLIS├âO;0;24/01/2018;QUARTA-FEIRA;12:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649695;-51.20896800000;-30.03679400000;;;0;ABALROAMENTO;0;24/01/2018;QUARTA-FEIRA;10:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;1
01/08/2020;649699;-51.18614500000;-30.04159900000;;;239;EVENTUAL;0;24/01/2018;QUARTA-FEIRA;11:30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DIA;LESTE;0;1;;2018;1
01/08/2020;649715;-51.14240500000;-30.01870000000;R PROF JOSE MARIA RODRIGUES;R PAUL HARRIS;0;ABALROAMENTO;0;30/01/2018;TER├çA-FEIRA;22:20:00;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NOITE;NORTE;0;1;;2018;1
01/08/2020;649729;-51.21190200000;-30.03166400000;;;38;CHOQUE;0;25/01/2018;QUINTA-FEIRA;03:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;CENTRO;0;1;;2018;1
01/08/2020;649749;-51.22327900000;-30.02434300000;;;1837;COLIS├âO;0;26/01/2018;SEXTA-FEIRA;13:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;1
01/08/2020;649753;-51.19196800000;-29.99717800000;;;4655;COLIS├âO;0;26/01/2018;SEXTA-FEIRA;18:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;1
01/08/2020;649759;-51.18971700000;-30.00061500000;;;0;ABALROAMENTO;0;26/01/2018;SEXTA-FEIRA;11:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;649771;-51.18603300000;-30.16080600000;AV JUCA BATISTA;;4868;ABALROAMENTO;0;01/02/2018;QUINTA-FEIRA;17:10:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;SUL;1;5;;2018;2
01/08/2020;649801;-51.15138200000;-30.02348700000;TRAV RINALDO SELBACH;AV DO FORTE;0;ABALROAMENTO;0;05/02/2018;SEGUNDA-FEIRA;06:30:00;1;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;DIA;NORTE;1;5;;2018;2
01/08/2020;649815;-51.18787300000;-30.03339800000;;;145;ABALROAMENTO;0;26/01/2018;SEXTA-FEIRA;14:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;1
01/08/2020;649831;-51.11377100000;-30.11672400000;;;469;CHOQUE;0;28/01/2018;DOMINGO;18:00;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;1
01/08/2020;650119;-51.13037500000;-30.00209200000;;;430;ABALROAMENTO;0;29/01/2018;SEGUNDA-FEIRA;10:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;1
01/08/2020;650137;-51.18719400000;-30.07336500000;;;2;COLIS├âO;0;07/02/2018;QUARTA-FEIRA;06:30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650141;-51.16032600000;-29.99910400000;;;4450;CHOQUE;0;07/02/2018;QUARTA-FEIRA;05:20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650147;-51.12599700000;-29.99659000000;;;396;CHOQUE;0;08/02/2018;QUINTA-FEIRA;10:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650159;-51.19355000000;-30.02453200000;;;0;COLIS├âO;0;08/02/2018;QUINTA-FEIRA;12:18;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650190;-51.22243400000;-30.03759000000;R GEN LIMA E SILVA;;461;ATROPELAMENTO;0;19/02/2018;SEGUNDA-FEIRA;16:30:00;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;1;5;;2018;2
01/08/2020;650202;-51.19768100000;-30.01792200000;;;0;ABALROAMENTO;0;09/02/2018;SEXTA-FEIRA;07:30;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650206;-51.19035700000;-30.00792800000;VDT JOSE EDUARDO UTZIG;;0;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;11:20:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650208;-51.20788700000;-30.03200300000;;;433;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;11:45;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650210;-51.16698700000;-29.97494100000;;;1001;CHOQUE;0;09/02/2018;SEXTA-FEIRA;04:50;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650212;-51.20600900000;-30.06493600000;;;0;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;09:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650218;-51.19272700000;-30.05261200000;;;586;CHOQUE;0;09/02/2018;SEXTA-FEIRA;10:40;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650254;-51.14256400000;-30.00981100000;;;200;COLIS├âO;0;13/02/2018;TER├çA-FEIRA;18:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650256;-51.24085600000;-30.03498100000;;;551;COLIS├âO;0;14/02/2018;QUARTA-FEIRA;13:28;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650260;-51.18653500000;-30.00290300000;;;1799;ABALROAMENTO;0;14/02/2018;QUARTA-FEIRA;12:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650266;-51.11887300000;-30.01255800000;;;270;ABALROAMENTO;0;14/02/2018;QUARTA-FEIRA;20:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650270;-51.18091000000;-30.02948700000;;;0;COLIS├âO;0;15/02/2018;QUINTA-FEIRA;20:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;2
01/08/2020;650272;-51.10891500000;-29.99135500000;;;0;ABALROAMENTO;0;15/02/2018;QUINTA-FEIRA;21:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650282;-51.18851400000;-30.05548200000;;;0;ABALROAMENTO;0;16/02/2018;SEXTA-FEIRA;07:20;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;DIA;LESTE;0;1;CARRIS;2018;2
01/08/2020;650318;-51.21829200000;-30.04793000000;;;0;ABALROAMENTO;0;19/02/2018;SEGUNDA-FEIRA;08:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650324;-51.23034500000;-30.02831400000;;;0;EVENTUAL;0;19/02/2018;SEGUNDA-FEIRA;09:15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;DIA;CENTRO;0;1;VIVA SUL (LOTE 3);2018;2
01/08/2020;650330;-51.20018100000;-30.00088500000;;;148;CHOQUE;0;19/02/2018;SEGUNDA-FEIRA;20:20;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650346;-51.15562000000;-30.16380600000;AV EDGAR PIRES DE CASTRO;;3899;COLIS├âO;0;20/02/2018;TER├çA-FEIRA;08:40:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650364;-51.22808700000;-30.05025800000;;;0;ABALROAMENTO;0;21/02/2018;QUARTA-FEIRA;14:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650380;-51.17490600000;-30.15560700000;AV EDGAR PIRES DE CASTRO;;1545;COLIS├âO;0;21/02/2018;QUARTA-FEIRA;14:00:00;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;SUL;1;5;;2018;2
01/08/2020;650382;-51.22855300000;-30.10121800000;AV OTTO NIEMEYER;R GRAMADO;0;ABALROAMENTO;0;22/02/2018;QUINTA-FEIRA;22:00:00;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;SUL;1;5;;2018;2
01/08/2020;650388;-51.20770700000;-30.03203900000;R VASCO DA GAMA;;453;ABALROAMENTO;0;23/02/2018;SEXTA-FEIRA;23:56:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NOITE;LESTE;1;5;;2018;2
01/08/2020;650390;-51.21904400000;-30.03776700000;;;0;CHOQUE;0;24/02/2018;S├üBADO;04:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NOITE;CENTRO;0;1;;2018;2
01/08/2020;650392;-51.14212900000;-30.00979400000;AV BALTAZAR DE OLIVEIRA GARCIA;;231;COLIS├âO;0;24/02/2018;S├üBADO;11:00:00;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;1;5;;2018;2
01/08/2020;650441;-51.20325700000;-30.01205600000;;;0;ABALROAMENTO;0;19/02/2018;SEGUNDA-FEIRA;14:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650443;-51.20182400000;-30.00497100000;;;0;ABALROAMENTO;0;19/02/2018;SEGUNDA-FEIRA;15:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650453;-51.19814900000;-29.99882400000;;;0;ABALROAMENTO;0;20/02/2018;TER├çA-FEIRA;15:20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650030;-51.17723000000;-30.06234900000;AV BENTO GONCALVES;R NELSON DUARTE BROCHADO;0;ABALROAMENTO;0;14/02/2018;QUARTA-FEIRA;12:00:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;DIA;LESTE;1;5;;2018;2
01/08/2020;650046;-51.19590800000;-30.04028900000;;;0;COLIS├âO;0;05/02/2018;SEGUNDA-FEIRA;08:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650076;-51.21999700000;-30.03653900000;;;535;COLIS├âO;0;06/02/2018;TER├çA-FEIRA;11:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650086;-51.09826600000;-29.99079200000;AV BERNARDINO SILVEIRA PASTORIZA;;1000;ABALROAMENTO;0;10/02/2018;S├üBADO;10:00:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;LESTE;1;5;;2018;2
01/08/2020;650094;-51.23545800000;-30.13149600000;AV CEL MARCOS;;2372;ABALROAMENTO;0;16/02/2018;SEXTA-FEIRA;08:30:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;SUL;1;5;;2018;2
01/08/2020;650128;-51.12219200000;-29.98772800000;;;7400;ABALROAMENTO;0;07/02/2018;QUARTA-FEIRA;09:00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650146;-51.19881100000;-30.00494400000;;;828;ABALROAMENTO;0;08/02/2018;QUINTA-FEIRA;16:30;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650154;-51.20804800000;-30.05288000000;;;0;ABALROAMENTO;0;08/02/2018;QUINTA-FEIRA;13:00;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650165;-51.21410700000;-30.05369700000;;;1115;CHOQUE;0;08/02/2018;QUINTA-FEIRA;00:30;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;NOITE;SUL;0;1;;2018;2
01/08/2020;650199;-51.17434200000;-30.06372800000;;;0;COLIS├âO;0;08/02/2018;QUINTA-FEIRA;22:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;2
01/08/2020;650201;-51.18959700000;-30.00732600000;;;396;CHOQUE;0;09/02/2018;SEXTA-FEIRA;06:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650207;-51.10844400000;-30.01630300000;;;3711;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;09:10;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650209;-51.23604600000;-30.03320300000;;;572;EVENTUAL;0;09/02/2018;SEXTA-FEIRA;16:40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650215;-51.18315600000;-30.03055400000;;;550;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;14:08;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650219;-51.14430300000;-30.04948900000;;;2204;ABALROAMENTO;0;09/02/2018;SEXTA-FEIRA;15:20;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650223;-51.13695200000;-30.07398700000;AV BENTO GONCALVES;;8083;QUEDA;0;15/02/2018;QUINTA-FEIRA;07:10:00;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;DIA;LESTE;1;5;;2018;2
01/08/2020;650225;-51.22895500000;-30.05851000000;R COSTA;;99;QUEDA;0;20/02/2018;TER├çA-FEIRA;07:41:00;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;DIA;SUL;1;5;;2018;2
01/08/2020;650263;-51.17849000000;-30.06320900000;;;3722;COLIS├âO;0;14/02/2018;QUARTA-FEIRA;12:30;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650265;-51.22571300000;-30.09517300000;;;0;ABALROAMENTO;0;14/02/2018;QUARTA-FEIRA;01:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;SUL;0;1;;2018;2
01/08/2020;650267;-51.20336500000;-30.03816800000;;;507;COLIS├âO;0;15/02/2018;QUINTA-FEIRA;16:25;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650271;-51.19970600000;-30.07343100000;;;0;COLIS├âO;0;15/02/2018;QUINTA-FEIRA;19:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;SUL;0;1;;2018;2
01/08/2020;650273;-51.18306700000;-30.02150900000;;;805;ABALROAMENTO;0;15/02/2018;QUINTA-FEIRA;06:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650287;-51.24829900000;-30.09736400000;;;0;ABALROAMENTO;0;16/02/2018;SEXTA-FEIRA;13:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650289;-51.17481100000;-30.04106500000;;;60;COLIS├âO;0;09/02/2018;SEXTA-FEIRA;13:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650331;-51.25395700000;-30.10824700000;;;2226;ABALROAMENTO;0;20/02/2018;TER├çA-FEIRA;13:05;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650337;-51.21366000000;-30.03437400000;;;868;TOMBAMENTO;0;20/02/2018;TER├çA-FEIRA;11:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650371;-51.22853600000;-30.04038600000;;;1600;COLIS├âO;0;21/02/2018;QUARTA-FEIRA;17:20;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650387;-51.12212600000;-30.03868300000;AV PROTASIO ALVES;;8965;ABALROAMENTO;0;23/02/2018;SEXTA-FEIRA;23:30:00;6;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NOITE;LESTE;1;5;;2018;2
01/08/2020;650395;-51.13202100000;-30.19075600000;AV EDGAR PIRES DE CASTRO;;8517;ABALROAMENTO;0;24/02/2018;S├üBADO;17:30:00;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;SUL;1;5;;2018;2
01/08/2020;650420;-51.18815300000;-30.01240900000;;;592;COLIS├âO;0;16/02/2018;SEXTA-FEIRA;17:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650422;-51.19117600000;-30.00020300000;;;499;ABALROAMENTO;0;17/02/2018;S├üBADO;11:05;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650426;-51.16338600000;-30.02292600000;;;1800;ABALROAMENTO;0;18/02/2018;DOMINGO;10:38;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;DIA;NORTE;0;1;MOB (LOTE 2);2018;2
01/08/2020;650468;-51.15791900000;-30.01942600000;;;10;COLIS├âO;0;21/02/2018;QUARTA-FEIRA;15:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650408;-51.12755700000;-30.01792500000;;;209;COLIS├âO;0;15/02/2018;QUINTA-FEIRA;13:55;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;DIA;NORTE;0;1;MOB (LOTE 2);2018;2
01/08/2020;650412;-51.15968500000;-30.01149200000;;;10;COLIS├âO;0;15/02/2018;QUINTA-FEIRA;08:50;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650418;-51.13563000000;-30.01497200000;;;444;COLIS├âO;0;16/02/2018;SEXTA-FEIRA;16:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650423;-51.16565600000;-30.01366300000;;;0;COLIS├âO;0;17/02/2018;S├üBADO;14:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650425;-51.19424000000;-29.98721700000;;;1240;COLIS├âO;0;17/02/2018;S├üBADO;12:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650447;-51.18062900000;-30.01150800000;R AMERICO VESPUCIO;R DR EDUARDO CHARTIER;0;COLIS├âO;0;20/02/2018;TER├çA-FEIRA;07:30:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650475;-51.22892900000;-30.02817100000;;;155;ABALROAMENTO;0;21/02/2018;QUARTA-FEIRA;10:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650477;-51.23587700000;-30.03018700000;;;0;COLIS├âO;0;22/02/2018;QUINTA-FEIRA;08:52;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650485;-51.18853000000;-30.01158000000;;;500;TOMBAMENTO;0;22/02/2018;QUINTA-FEIRA;09:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;NORTE;0;1;;2018;2
01/08/2020;650489;-51.21852500000;-30.08958500000;;;651;COLIS├âO;0;22/02/2018;QUINTA-FEIRA;16:20;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650491;-51.21401100000;-30.02099700000;;;67;COLIS├âO;0;23/02/2018;SEXTA-FEIRA;16:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650493;-51.21223900000;-30.01183100000;;;1500;CHOQUE;0;23/02/2018;SEXTA-FEIRA;08:10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650497;-51.22556800000;-30.07929000000;;;0;ABALROAMENTO;0;23/02/2018;SEXTA-FEIRA;14:00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650501;-51.16415700000;-30.06311100000;;;645;ABALROAMENTO;0;23/02/2018;SEXTA-FEIRA;14:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
01/08/2020;650511;-51.22138600000;-30.08857500000;;;306;COLIS├âO;0;25/02/2018;DOMINGO;11:20;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;DIA;SUL;0;1;;2018;2
01/08/2020;650539;-51.20324600000;-30.02464200000;R LUCIANA DE ABREU;;354;CHOQUE;0;01/03/2018;QUINTA-FEIRA;02:21:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;3
01/08/2020;650541;-51.20541700000;-30.02787900000;R VINTE QUATRO DE OUTUBRO;;211;ABALROAMENTO;0;01/03/2018;QUINTA-FEIRA;16:20:00;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;1;5;;2018;3
01/08/2020;650549;-51.14460500000;-30.06872000000;AV BENTO GONCALVES;;7134;COLIS├âO;0;02/03/2018;SEXTA-FEIRA;08:40:00;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DIA;LESTE;1;5;;2018;3
01/08/2020;650599;-51.20398300000;-30.04352900000;;;0;ABALROAMENTO;0;21/02/2018;QUARTA-FEIRA;02:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;2
01/08/2020;650605;-51.20588800000;-30.02797500000;;;0;ABALROAMENTO;0;23/02/2018;SEXTA-FEIRA;05:30;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;NOITE;LESTE;0;1;;2018;2
01/08/2020;650632;-51.18971700000;-30.00061500000;;;0;ABALROAMENTO;0;26/02/2018;SEGUNDA-FEIRA;18:08;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NOITE;NORTE;0;1;;2018;2
01/08/2020;650650;-51.21728100000;-30.03051200000;;;0;ABALROAMENTO;0;27/02/2018;TER├çA-FEIRA;10:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;CENTRO;0;1;;2018;2
01/08/2020;650660;-51.18211800000;-30.02684300000;;;565;COLIS├âO;0;28/02/2018;QUARTA-FEIRA;12:15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;DIA;LESTE;0;1;;2018;2
